	MOL_ID	MOL_INDEX
1324	MOL006214	1324
1325	MOL006218	1325
1326	MOL006221	1326
1327	MOL006227	1327
1328	MOL006233	1328
1329	MOL006234	1329
1330	MOL006235	1330
1331	MOL006239	1331
1332	MOL006240	1332
1333	MOL006243	1333
1334	MOL006244	1334
1335	MOL006246	1335
1336	MOL006248	1336
1337	MOL006258	1337
1338	MOL006259	1338
1339	MOL006260	1339
1340	MOL006267	1340
1341	MOL006268	1341
1342	MOL006273	1342
1343	MOL006274	1343
1344	MOL006287	1344
1345	MOL006288	1345
1346	MOL006292	1346
1347	MOL006312	1347
1348	MOL006370	1348
1349	MOL006387	1349
1350	MOL006451	1350
1351	MOL006453	1351
1352	MOL006457	1352
1353	MOL006461	1353
1354	MOL006462	1354
1355	MOL006463	1355
1356	MOL006468	1356
1357	MOL006469	1357
1358	MOL006471	1358
1359	MOL006472	1359
1360	MOL006473	1360
1361	MOL006475	1361
1362	MOL006481	1362
1363	MOL006482	1363
1364	MOL006486	1364
1365	MOL006488	1365
1366	MOL006489	1366
1367	MOL006505	1367
1368	MOL006574	1368
1369	MOL006581	1369
1370	MOL006585	1370
1371	MOL006589	1371
1372	MOL006591	1372
1373	MOL006592	1373
1374	MOL006594	1374
1375	MOL006595	1375
1376	MOL006596	1376
1377	MOL006597	1377
1378	MOL006599	1378
1379	MOL006600	1379
1380	MOL006602	1380
1381	MOL006603	1381
1382	MOL006604	1382
1383	MOL006605	1383
1384	MOL006606	1384
1385	MOL006607	1385
1386	MOL006608	1386
1387	MOL006609	1387
1388	MOL006611	1388
1389	MOL006612	1389
1390	MOL006613	1390
1391	MOL006614	1391
1392	MOL006616	1392
1393	MOL006617	1393
1394	MOL006618	1394
1395	MOL006620	1395
1396	MOL006621	1396
1397	MOL006623	1397
1398	MOL006625	1398
1399	MOL006626	1399
1400	MOL006628	1400
1401	MOL006630	1401
1402	MOL006631	1402
1403	MOL006632	1403
1404	MOL006637	1404
1405	MOL006638	1405
1406	MOL006640	1406
1407	MOL006641	1407
1408	MOL006647	1408
1409	MOL006651	1409
1410	MOL006653	1410
1411	MOL006663	1411
1412	MOL006666	1412
1413	MOL006669	1413
1414	MOL006670	1414
1415	MOL006677	1415
1416	MOL006682	1416
1417	MOL006709	1417
1418	MOL006760	1418
1419	MOL006762	1419
1420	MOL006765	1420
1421	MOL006767	1421
1422	MOL006821	1422
1423	MOL006844	1423
1424	MOL006919	1424
1425	MOL006931	1425
1426	MOL006932	1426
1427	MOL006936	1427
1428	MOL006938	1428
1429	MOL006940	1429
1430	MOL006944	1430
1431	MOL006951	1431
1432	MOL006952	1432
1433	MOL006957	1433
1434	MOL006958	1434
1435	MOL006962	1435
1436	MOL006963	1436
1437	MOL006967	1437
1438	MOL006985	1438
1439	MOL006991	1439
1440	MOL006992	1440
1441	MOL006997	1441
1442	MOL007001	1442
1443	MOL007027	1443
1444	MOL007029	1444
1445	MOL007031	1445
1446	MOL007035	1446
1447	MOL007036	1447
1448	MOL007037	1448
1449	MOL007038	1449
1450	MOL007040	1450
1451	MOL007041	1451
1452	MOL007045	1452
1453	MOL007046	1453
1454	MOL007047	1454
1455	MOL007048	1455
1456	MOL007049	1456
1457	MOL007050	1457
1458	MOL007053	1458
1459	MOL007054	1459
1460	MOL007058	1460
1461	MOL007059	1461
1462	MOL007061	1462
1463	MOL007064	1463
1464	MOL007065	1464
1465	MOL007066	1465
1466	MOL007067	1466
1467	MOL007068	1467
1468	MOL007069	1468
1469	MOL007070	1469
1470	MOL007071	1470
1471	MOL007072	1471
1472	MOL007073	1472
1473	MOL007077	1473
1474	MOL007079	1474
1475	MOL007080	1475
1476	MOL007081	1476
1477	MOL007082	1477
1478	MOL007083	1478
1479	MOL007085	1479
1480	MOL007087	1480
1481	MOL007088	1481
1482	MOL007090	1482
1483	MOL007091	1483
1484	MOL007093	1484
1485	MOL007094	1485
1486	MOL007095	1486
1487	MOL007098	1487
1488	MOL007099	1488
1489	MOL007100	1489
1490	MOL007101	1490
1491	MOL007102	1491
1492	MOL007105	1492
1493	MOL007106	1493
1494	MOL007107	1494
1495	MOL007108	1495
1496	MOL007110	1496
1497	MOL007111	1497
1498	MOL007112	1498
1499	MOL007115	1499
1500	MOL007116	1500
1501	MOL007117	1501
1502	MOL007119	1502
1503	MOL007120	1503
1504	MOL007121	1504
1505	MOL007122	1505
1506	MOL007123	1506
1507	MOL007124	1507
1508	MOL007125	1508
1509	MOL007126	1509
1510	MOL007127	1510
1511	MOL007129	1511
1512	MOL007130	1512
1513	MOL007131	1513
1514	MOL007132	1514
1515	MOL007133	1515
1516	MOL007134	1516
1517	MOL007135	1517
1518	MOL007138	1518
1519	MOL007141	1519
1520	MOL007143	1520
1521	MOL007145	1521
1522	MOL007148	1522
1523	MOL007150	1523
1524	MOL007151	1524
1525	MOL007152	1525
1526	MOL007153	1526
1527	MOL007154	1527
1528	MOL007155	1528
1529	MOL007156	1529
1530	MOL007157	1530
1531	MOL007160	1531
1532	MOL007168	1532
1533	MOL007169	1533
1534	MOL007173	1534
1535	MOL007176	1535
1536	MOL007179	1536
1537	MOL007181	1537
1538	MOL007183	1538
1539	MOL007184	1539
1540	MOL007197	1540
1541	MOL007233	1541
1542	MOL007243	1542
1543	MOL007262	1543
1544	MOL007270	1544
1545	MOL007272	1545
1546	MOL007274	1546
1547	MOL007283	1547
1548	MOL007358	1548
1549	MOL007390	1549
1550	MOL007391	1550
1551	MOL007392	1551
1552	MOL007395	1552
1553	MOL007401	1553
1554	MOL007402	1554
1555	MOL007404	1555
1556	MOL007405	1556
1557	MOL007407	1557
1558	MOL007408	1558
1559	MOL007411	1559
1560	MOL007412	1560
1561	MOL007415	1561
1562	MOL007416	1562
1563	MOL007417	1563
1564	MOL007419	1564
1565	MOL007420	1565
1566	MOL007421	1566
1567	MOL007423	1567
1568	MOL007428	1568
1569	MOL007431	1569
1570	MOL007433	1570
1571	MOL007440	1571
1572	MOL007442	1572
1573	MOL007444	1573
1574	MOL007447	1574
1575	MOL007448	1575
1576	MOL007512	1576
1577	MOL007514	1577
1578	MOL007515	1578
1579	MOL007516	1579
1580	MOL007520	1580
1581	MOL007521	1581
1582	MOL007522	1582
1583	MOL007528	1583
1584	MOL007532	1584
1585	MOL007534	1585
1586	MOL007538	1586
1587	MOL007540	1587
1588	MOL007541	1588
1589	MOL007544	1589
1590	MOL007545	1590
1591	MOL007548	1591
1592	MOL007549	1592
1593	MOL007550	1593
1594	MOL007551	1594
1595	MOL007553	1595
1596	MOL007556	1596
1597	MOL007561	1597
1598	MOL007563	1598
1599	MOL007577	1599
1600	MOL007662	1600
1601	MOL007672	1601
1602	MOL007714	1602
1603	MOL007715	1603
1604	MOL007716	1604
1605	MOL007717	1605
1606	MOL007719	1606
1607	MOL007720	1607
1608	MOL007722	1608
1609	MOL007723	1609
1610	MOL007724	1610
1611	MOL007727	1611
1612	MOL007728	1612
1613	MOL007729	1613
1614	MOL007730	1614
1615	MOL007731	1615
1616	MOL007732	1616
1617	MOL007734	1617
1618	MOL007736	1618
1619	MOL007737	1619
1620	MOL007738	1620
1621	MOL007739	1621
1622	MOL007740	1622
1623	MOL007770	1623
1624	MOL007879	1624
1625	MOL007914	1625
1626	MOL007930	1626
1627	MOL007948	1627
1628	MOL007956	1628
1629	MOL007979	1629
1630	MOL008035	1630
1631	MOL008120	1631
1632	MOL008121	1632
1633	MOL008150	1633
1634	MOL008151	1634
1635	MOL008153	1635
1636	MOL008168	1636
1637	MOL008170	1637
1638	MOL008175	1638
1639	MOL008177	1639
1640	MOL008178	1640
1641	MOL008181	1641
1642	MOL008182	1642
1643	MOL008184	1643
1644	MOL008187	1644
1645	MOL008191	1645
1646	MOL008192	1646
1647	MOL008193	1647
1648	MOL008195	1648
1649	MOL008196	1649
1650	MOL008197	1650
1651	MOL008199	1651
1652	MOL008200	1652
1653	MOL008284	1653
1654	MOL008288	1654
1655	MOL008375	1655
1656	MOL008378	1656
1657	MOL008380	1657
1658	MOL008382	1658
1659	MOL008387	1659
1660	MOL008390	1660
1661	MOL008395	1661
1662	MOL008396	1662
1663	MOL008398	1663
1664	MOL008400	1664
1665	MOL008404	1665
1666	MOL008405	1666
1667	MOL008409	1667
1668	MOL008410	1668
1669	MOL008437	1669
1670	MOL008594	1670
1671	MOL008601	1671
1672	MOL008678	1672
1673	MOL008680	1673
1674	MOL008904	1674
1675	MOL008908	1675
1676	MOL008912	1676
1677	MOL008931	1677
1678	MOL008932	1678
1679	MOL008933	1679
1680	MOL008934	1680
1681	MOL008935	1681
1682	MOL008939	1682
1683	MOL008940	1683
1684	MOL008941	1684
1685	MOL008942	1685
1686	MOL008943	1686
1687	MOL008944	1687
1688	MOL008945	1688
1689	MOL008946	1689
1690	MOL008948	1690
1691	MOL008950	1691
1692	MOL008952	1692
1693	MOL008954	1693
1694	MOL008955	1694
1695	MOL008957	1695
1696	MOL008960	1696
1697	MOL008961	1697
1698	MOL008962	1698
1699	MOL008963	1699
1700	MOL008964	1700
1701	MOL008965	1701
1702	MOL008966	1702
1703	MOL008968	1703
1704	MOL008969	1704
1705	MOL008971	1705
1706	MOL008975	1706
1707	MOL008976	1707
1708	MOL008977	1708
1709	MOL008978	1709
1710	MOL008979	1710
1711	MOL008980	1711
1712	MOL008982	1712
1713	MOL008984	1713
1714	MOL008985	1714
1715	MOL008987	1715
1716	MOL008988	1716
1717	MOL008989	1717
1718	MOL008990	1718
1719	MOL008991	1719
1720	MOL008992	1720
1721	MOL008993	1721
1722	MOL009005	1722
1723	MOL009009	1723
1724	MOL009015	1724
1725	MOL009018	1725
1726	MOL009019	1726
1727	MOL009021	1727
1728	MOL009023	1728
1729	MOL009025	1729
1730	MOL009029	1730
1731	MOL009031	1731
1732	MOL009032	1732
1733	MOL009034	1733
1734	MOL009039	1734
1735	MOL009040	1735
1736	MOL009041	1736
1737	MOL009044	1737
1738	MOL009046	1738
1739	MOL009047	1739
1740	MOL009048	1740
1741	MOL009051	1741
1742	MOL009052	1742
1743	MOL009053	1743
1744	MOL009055	1744
1745	MOL009072	1745
1746	MOL009238	1746
1747	MOL009302	1747
1748	MOL009305	1748
1749	MOL009306	1749
1750	MOL009308	1750
1751	MOL009310	1751
1752	MOL009333	1752
1753	MOL009362	1753
1754	MOL009363	1754
1755	MOL009364	1755
1756	MOL009366	1756
1757	MOL009368	1757
1758	MOL009370	1758
1759	MOL009371	1759
1760	MOL009374	1760
1761	MOL009376	1761
1762	MOL009377	1762
1763	MOL009378	1763
1764	MOL009379	1764
1765	MOL009380	1765
1766	MOL009381	1766
1767	MOL009382	1767
1768	MOL009383	1768
1769	MOL009384	1769
1770	MOL009386	1770
1771	MOL009387	1771
1772	MOL009389	1772
1773	MOL009390	1773
1774	MOL009391	1774
1775	MOL009394	1775
1776	MOL009396	1776
1777	MOL009397	1777
1778	MOL009402	1778
1779	MOL009403	1779
1780	MOL009404	1780
1781	MOL009406	1781
1782	MOL009412	1782
1783	MOL009414	1783
1784	MOL009416	1784
1785	MOL009422	1785
1786	MOL009430	1786
1787	MOL009432	1787
1788	MOL009433	1788
1789	MOL009434	1789
1790	MOL009437	1790
1791	MOL009442	1791
1792	MOL009444	1792
1793	MOL009456	1793
1794	MOL009489	1794
1795	MOL009491	1795
1796	MOL009495	1796
1797	MOL009496	1797
1798	MOL009497	1798
1799	MOL009498	1799
1800	MOL009500	1800
1801	MOL009504	1801
1802	MOL009505	1802
1803	MOL009506	1803
1804	MOL009507	1804
1805	MOL009508	1805
1806	MOL009511	1806
1807	MOL009513	1807
1808	MOL009514	1808
1809	MOL009519	1809
1810	MOL009527	1810
1811	MOL009530	1811
1812	MOL009531	1812
1813	MOL009533	1813
1814	MOL009536	1814
1815	MOL009537	1815
1816	MOL009538	1816
1817	MOL009539	1817
1818	MOL009544	1818
1819	MOL009548	1819
1820	MOL009549	1820
1821	MOL009551	1821
1822	MOL009556	1822
1823	MOL009559	1823
1824	MOL009562	1824
1825	MOL009563	1825
1826	MOL009568	1826
1827	MOL009577	1827
1828	MOL009578	1828
1829	MOL009581	1829
1830	MOL009589	1830
1831	MOL009594	1831
1832	MOL009596	1832
1833	MOL009720	1833
1834	MOL009831	1834
1835	MOL009849	1835
1836	MOL009999	1836
1837	MOL010000	1837
1838	MOL010001	1838
1839	MOL010003	1839
1840	MOL010004	1840
1841	MOL010008	1841
1842	MOL010010	1842
1843	MOL010011	1843
1844	MOL010013	1844
1845	MOL010014	1845
1846	MOL010023	1846
1847	MOL010026	1847
1848	MOL010028	1848
1849	MOL010032	1849
1850	MOL010034	1850
1851	MOL010036	1851
1852	MOL010037	1852
1853	MOL010044	1853
1854	MOL010051	1854
1855	MOL010052	1855
1856	MOL010053	1856
1857	MOL010054	1857
1858	MOL010055	1858
1859	MOL010058	1859
1860	MOL010115	1860
1861	MOL010123	1861
1862	MOL010168	1862
1863	MOL010245	1863
1864	MOL010429	1864
1865	MOL010430	1865
1866	MOL010431	1866
1867	MOL010434	1867
1868	MOL010435	1868
1869	MOL010437	1869
1870	MOL010464	1870
1871	MOL010467	1871
1872	MOL010468	1872
1873	MOL010469	1873
1874	MOL010470	1874
1875	MOL010480	1875
1876	MOL010511	1876
1877	MOL010536	1877
1878	MOL010557	1878
1879	MOL010813	1879
1880	MOL010814	1880
1881	MOL010815	1881
1882	MOL010817	1882
1883	MOL010818	1883
1884	MOL010819	1884
1885	MOL010821	1885
1886	MOL010823	1886
1887	MOL010824	1887
1888	MOL010826	1888
1889	MOL010828	1889
1890	MOL010830	1890
1891	MOL010831	1891
1892	MOL010832	1892
1893	MOL010833	1893
1894	MOL010834	1894
1895	MOL010836	1895
1896	MOL010837	1896
1897	MOL010838	1897
1898	MOL010841	1898
1899	MOL010842	1899
1900	MOL010843	1900
1901	MOL010844	1901
1902	MOL010874	1902
1903	MOL010904	1903
1904	MOL010905	1904
1905	MOL010906	1905
1906	MOL010907	1906
1907	MOL010908	1907
1908	MOL010912	1908
1909	MOL010915	1909
1910	MOL010916	1910
1911	MOL010917	1911
1912	MOL010918	1912
1913	MOL010919	1913
1914	MOL010921	1914
1915	MOL010922	1915
1916	MOL010925	1916
1917	MOL010927	1917
1918	MOL010930	1918
1919	MOL010931	1919
1920	MOL010932	1920
1921	MOL011038	1921
1922	MOL011039	1922
1923	MOL011041	1923
1924	MOL011045	1924
1925	MOL011056	1925
1926	MOL011064	1926
1927	MOL011070	1927
1928	MOL011071	1928
1929	MOL011072	1929
1930	MOL011320	1930
1931	MOL011387	1931
1932	MOL011611	1932
1933	MOL011613	1933
1934	MOL011680	1934
1935	MOL011684	1935
1936	MOL011730	1936
1937	MOL011731	1937
1938	MOL011732	1938
1939	MOL011735	1939
1940	MOL011736	1940
1941	MOL011737	1941
1942	MOL011739	1942
1943	MOL011740	1943
1944	MOL011747	1944
1945	MOL011748	1945
1946	MOL011749	1946
1947	MOL011753	1947
1948	MOL011756	1948
1949	MOL011815	1949
1950	MOL011816	1950
1951	MOL011817	1951
1952	MOL011826	1952
1953	MOL011843	1953
1954	MOL011848	1954
1955	MOL011849	1955
1956	MOL011865	1956
1957	MOL011871	1957
1958	MOL011872	1958
1959	MOL011874	1959
1960	MOL011876	1960
1961	MOL011877	1961
1962	MOL011960	1962
1963	MOL011963	1963
1964	MOL011969	1964
1965	MOL011971	1965
1966	MOL011974	1966
1967	MOL011975	1967
1968	MOL011980	1968
1969	MOL011981	1969
1970	MOL011982	1970
1971	MOL012019	1971
1972	MOL012027	1972
1973	MOL012052	1973
1974	MOL012053	1974
1975	MOL012076	1975
1976	MOL012077	1976
1977	MOL012078	1977
1978	MOL012082	1978
1979	MOL012106	1979
1980	MOL012114	1980
1981	MOL012116	1981
1982	MOL012140	1982
1983	MOL012141	1983
1984	MOL012142	1984
1985	MOL012145	1985
1986	MOL012284	1986
1987	MOL012286	1987
1988	MOL012289	1988
1989	MOL012290	1989
1990	MOL012294	1990
1991	MOL012297	1991
1992	MOL012305	1992
1993	MOL012400	1993
1994	MOL012546	1994
1995	MOL012548	1995
1996	MOL012551	1996
1997	MOL012553	1997
1998	MOL012569	1998
1999	MOL012577	1999
2000	MOL012578	2000
2001	MOL012579	2001
2002	MOL012581	2002
2003	MOL012582	2003
2004	MOL012583	2004
2005	MOL012584	2005
2006	MOL012588	2006
2007	MOL012589	2007
2008	MOL012591	2008
2009	MOL012594	2009
2010	MOL012607	2010
2011	MOL012609	2011
2012	MOL012618	2012
2013	MOL012623	2013
2014	MOL012644	2014
2015	MOL012681	2015
2016	MOL012682	2016
2017	MOL012683	2017
2018	MOL012686	2018
2019	MOL012688	2019
2020	MOL012689	2020
2021	MOL012690	2021
2022	MOL012691	2022
2023	MOL012693	2023
2024	MOL012694	2024
2025	MOL012705	2025
2026	MOL012706	2026
2027	MOL012707	2027
2028	MOL012710	2028
2029	MOL012714	2029
2030	MOL012715	2030
2031	MOL012719	2031
2032	MOL012724	2032
2033	MOL012729	2033
2034	MOL012735	2034
2035	MOL012737	2035
2036	MOL012739	2036
2037	MOL012740	2037
2038	MOL012744	2038
2039	MOL012745	2039
2040	MOL012746	2040
2041	MOL012747	2041
2042	MOL012753	2042
2043	MOL012755	2043
2044	MOL012756	2044
2045	MOL012758	2045
2046	MOL012760	2046
2047	MOL012761	2047
2048	MOL012794	2048
2049	MOL012862	2049
2050	MOL012863	2050
2051	MOL012865	2051
2052	MOL012866	2052
2053	MOL012875	2053
2054	MOL012880	2054
2055	MOL012883	2055
2056	MOL012889	2056
2057	MOL012893	2057
2058	MOL012896	2058
2059	MOL012900	2059
2060	MOL012924	2060
2061	MOL012926	2061
2062	MOL012927	2062
2063	MOL012932	2063
2064	MOL012933	2064
2065	MOL012937	2065
2066	MOL013074	2066
2067	MOL013075	2067
2068	MOL013076	2068
2069	MOL013077	2069
2070	MOL013078	2070
2071	MOL013079	2071
2072	MOL013080	2072
2073	MOL013081	2073
2074	MOL013082	2074
2075	MOL013083	2075
2076	MOL013084	2076
2077	MOL013085	2077
2078	MOL013086	2078
2079	MOL013087	2079
2080	MOL013090	2080
2081	MOL013091	2081
2082	MOL013092	2082
2083	MOL013094	2083
2084	MOL013096	2084
2085	MOL013097	2085
2086	MOL013098	2086
2087	MOL013099	2087
2088	MOL013103	2088
2089	MOL013105	2089
2090	MOL013107	2090
2091	MOL013187	2091
2092	MOL013215	2092
2093	MOL013216	2093
2094	MOL013219	2094
2095	MOL013221	2095
2096	MOL013227	2096
2097	MOL013228	2097
2098	MOL013229	2098
2099	MOL013232	2099
2100	MOL013277	2100
2101	MOL013278	2101
2102	MOL013279	2102
2103	MOL013331	2103
2104	MOL013332	2104
2105	MOL013381	2105
2106	MOL013382	2106
2107	MOL013430	2107
2108	MOL013434	2108
2109	MOL013435	2109
2110	MOL013436	2110
2111	MOL013437	2111
2112	MOL013439	2112
2113	MOL013441	2113
